Flat_Price,EMI_Starts,BHK,Location,Total_sq.ft,Price_per_sq.ft,EMI,Flat_Price_K
3.25 Cr,1.61 Lacs,7,Lake Gardens,3000,10.83,161,32500
90.0 L,44.68 K,4,Dum Dum,1800,5,44.68,9000
1.3 Cr,64.54 K,3,Santoshpur,2200,5.91,64.54,13000
4.0 Cr,1.99 Lacs,6,Gariahat,2500,16,199,40000
3.0 Cr,1.49 Lacs,4,Tollygunge,10000,3,149,30000
68.0 L,36.01 K,4,Thakurpukur,1750,3.88,36.01,6800
1.7 Cr,84.40 K,7,Kamardanga,4000,4.25,84.4,17000
58.0 L,30.71 K,3,Dakshin Gobindopur,1424,4.07,30.71,5800
85.0 L,42.20 K,5,Paschim Putiary,2100,4.05,42.2,8500
62.0 L,32.83 K,3,Dakshin Gobindopur,1593,3.89,32.83,6200
1.15 Cr,57.09 K,4,Chinar Park,1820,6.32,57.09,11500
1.3 Cr,64.54 K,4,Pancha Sayar,2100,6.19,64.54,13000
5.5 Cr,2.73 Lacs,6,Golf Green,6000,9.17,273,55000
1.1 Cr,54.61 K,4,Tollygunge,3000,3.67,54.61,11000
5.5 Cr,2.73 Lacs,10,Beniapukur,3500,15.71,273,55000
2.8 Cr,1.39 Lacs,10,New Town,6000,4.67,139,28000
2.5 Cr,1.24 Lacs,10,New Town,6000,4.17,124,25000
1.5 Cr,74.47 K,7,South Dum Dum,1763,8.51,74.47,15000
90.0 L,44.68 K,5,Bramhapur,2000,4.5,44.68,9000
63.0 L,33.36 K,4,Maheshtala,2000,3.15,33.36,6300
7.0 Cr,3.48 Lacs,6,South Dum Dum,2000,35,348,70000
75.0 L,39.72 K,3,Barisha,1100,6.82,39.72,7500
75.0 L,39.72 K,5,Paschim Barisha,3200,2.34,39.72,7500
6.0 Cr,2.98 Lacs,4,Garfa,2500,24,298,60000
6.0 Cr,2.98 Lacs,4,Garfa,2500,24,298,60000
76.0 L,37.73 K,4,Maheshtala,1440,5.28,37.73,7600
10.0 Cr,4.96 Lacs,10,Ballygunge,7500,13.33,496,100000
2.5 Cr,1.24 Lacs,6,New Alipore,3000,8.33,124,25000
3.25 Cr,1.61 Lacs,7,Lake Gardens,3000,10.83,161,32500
58.0 L,30.71 K,3,Dakshin Gobindopur,1424,4.07,30.71,5800
85.0 L,42.20 K,5,Paschim Putiary,2100,4.05,42.2,8500
62.0 L,32.83 K,3,Dakshin Gobindopur,1593,3.89,32.83,6200
1.15 Cr,57.09 K,4,Chinar Park,1820,6.32,57.09,11500
1.3 Cr,64.54 K,4,Pancha Sayar,2100,6.19,64.54,13000
5.5 Cr,2.73 Lacs,6,Golf Green,6000,9.17,273,55000
1.1 Cr,54.61 K,4,Tollygunge,3000,3.67,54.61,11000
5.5 Cr,2.73 Lacs,10,Beniapukur,3500,15.71,273,55000
2.8 Cr,1.39 Lacs,10,New Town,6000,4.67,139,28000
2.5 Cr,1.24 Lacs,10,New Town,6000,4.17,124,25000
1.5 Cr,74.47 K,7,South Dum Dum,1763,8.51,74.47,15000
90.0 L,44.68 K,5,Bramhapur,2000,4.5,44.68,9000
63.0 L,33.36 K,4,Maheshtala,2000,3.15,33.36,6300
7.0 Cr,3.48 Lacs,6,South Dum Dum,2000,35,348,70000
75.0 L,39.72 K,3,Barisha,1100,6.82,39.72,7500
75.0 L,39.72 K,5,Paschim Barisha,3200,2.34,39.72,7500
6.0 Cr,2.98 Lacs,4,Garfa,2500,24,298,60000
6.0 Cr,2.98 Lacs,4,Garfa,2500,24,298,60000
76.0 L,37.73 K,4,Maheshtala,1440,5.28,37.73,7600
10.0 Cr,4.96 Lacs,10,Ballygunge,7500,13.33,496,100000
4.8 Cr,2.38 Lacs,8,Ballygunge,3000,16,238,48000
82.0 L,40.71 K,4,Kalagachhia,1400,5.86,40.71,8200
1.2 Cr,59.58 K,4,Paschim Barisha,2200,5.45,59.58,12000
1.2 Cr,59.58 K,5,Paschim Barisha,3500,3.43,59.58,12000
1.3 Cr,64.54 K,6,Tollygunge,32000,406/sq.ft,64.54,13000
3.0 Cr,1.49 Lacs,6,Beliaghata,7000,4.29,149,30000
8.0 Cr,3.97 Lacs,10,Ballygunge,10000,8,397,80000
2.0 Cr,99.29 K,8,Kalighat,2188,9.14,99.29,20000
75.0 L,39.72 K,3,Rajpur Sonarpur,1875,4,39.72,7500
1.1 Cr,54.61 K,5,Chitpur,1984,5.54,54.61,11000
1.9 Cr,94.33 K,8,Santoshpur,2200,8.64,94.33,19000
1.0 Cr,49.65 K,4,Kalighat,1600,6.25,49.65,10000
75.0 L,39.72 K,9,Maheshtala,1450,5.17,39.72,7500
1.0 Cr,49.65 K,7,East Kolkata Township,1600,6.25,49.65,10000
33.0 L,17.48 K,3,Paschim Barisha,780,4.23,17.48,3300
70.0 L,37.07 K,4,Rajabagan,1400,5,37.07,7000
65.0 L,34.42 K,6,Kalyan Nagar,1250,5.2,34.42,6500
50.0 L,26.48 K,2,Bangaon,900,5.55,26.48,5000
70.0 L,37.07 K,4,Champahati,2000,3.5,37.07,7000
1.5 Cr,74.47 K,7,South Dum Dum,1763,8.51,74.47,15000
4.8 Cr,2.38 Lacs,8,Ballygunge,3000,16,238,48000
82.0 L,40.71 K,4,Kalagachhia,1400,5.86,40.71,8200
1.2 Cr,59.58 K,4,Paschim Barisha,2200,5.45,59.58,12000
1.2 Cr,59.58 K,5,Paschim Barisha,3500,3.43,59.58,12000
1.3 Cr,64.54 K,6,Tollygunge,32000,406/sq.ft,64.54,13000
3.0 Cr,1.49 Lacs,6,Beliaghata,7000,4.29,149,30000
8.0 Cr,3.97 Lacs,10,Ballygunge,10000,8,397,80000
2.0 Cr,99.29 K,8,Kalighat,2188,9.14,99.29,20000
75.0 L,39.72 K,3,Rajpur Sonarpur,1875,4,39.72,7500
1.1 Cr,54.61 K,5,Chitpur,1984,5.54,54.61,11000
1.9 Cr,94.33 K,8,Santoshpur,2200,8.64,94.33,19000
1.0 Cr,49.65 K,4,Kalighat,1600,6.25,49.65,10000
75.0 L,39.72 K,9,Maheshtala,1450,5.17,39.72,7500
1.0 Cr,49.65 K,7,East Kolkata Township,1600,6.25,49.65,10000
33.0 L,17.48 K,3,Paschim Barisha,780,4.23,17.48,3300
70.0 L,37.07 K,4,Rajabagan,1400,5,37.07,7000
65.0 L,34.42 K,6,Kalyan Nagar,1250,5.2,34.42,6500
50.0 L,26.48 K,2,Bangaon,900,5.55,26.48,5000
70.0 L,37.07 K,4,Champahati,2000,3.5,37.07,7000
1.06 Cr,52.62 K,6,Rajpur Sonarpur,4000,2.65,52.62,10600
1.3 Cr,64.54 K,8,Baghajatin,3500,3.71,64.54,13000
1.5 Cr,74.47 K,10,Garia,4000,3.75,74.47,15000
85.0 L,42.20 K,7,Thakurpukur,3000,2.83,42.2,8500
2.5 Cr,1.24 Lacs,7,Rajarhat,3800,6.58,124,25000
90.0 L,44.68 K,5,Bramhapur,1800,5,44.68,9000
52.0 L,27.54 K,3,Sarsuna,1200,4.33,27.54,5200
2.7 Cr,1.34 Lacs,4,Garfa,2500,10.8,134,27000
90.0 L,44.68 K,4,Ward No 113,950,9.47,44.68,9000
1.2 Cr,59.58 K,10,Thakurpukur,4000,3,59.58,12000
12.8 Cr,6.35 Lacs,7,Ballygunge,8000,16,635,128000
80.0 L,39.72 K,4,Thakurpukur,2000,4,39.72,8000
90.0 L,44.68 K,7,Haltu,3000,3,44.68,9000
95.0 L,47.16 K,4,Baghajatin,1470,6.46,47.16,9500
6.0 Cr,2.98 Lacs,10,Gariahat,9000,6.67,298,60000
57.0 L,30.18 K,3,Sarsuna,1200,4.75,30.18,5700
95.0 L,47.16 K,4,Baghajatin,1470,6.46,47.16,9500
1.5 Cr,74.47 K,4,South Dum Dum,1000,15,74.47,15000
2.3 Cr,1.14 Lacs,6,Sinthi,4100,5.61,114,23000
55.0 L,29.13 K,6,Natagarh,2100,2.62,29.13,5500
75.0 L,39.72 K,6,Purba Barisha,3200,2.34,39.72,7500
1.06 Cr,52.62 K,6,Rajpur Sonarpur,4000,2.65,52.62,10600
1.3 Cr,64.54 K,8,Baghajatin,3500,3.71,64.54,13000
1.5 Cr,74.47 K,10,Garia,4000,3.75,74.47,15000
85.0 L,42.20 K,7,Thakurpukur,3000,2.83,42.2,8500
2.5 Cr,1.24 Lacs,7,Rajarhat,3800,6.58,124,25000
90.0 L,44.68 K,5,Bramhapur,1800,5,44.68,9000
52.0 L,27.54 K,3,Sarsuna,1200,4.33,27.54,5200
2.7 Cr,1.34 Lacs,4,Garfa,2500,10.8,134,27000
90.0 L,44.68 K,4,Ward No 113,950,9.47,44.68,9000
1.2 Cr,59.58 K,10,Thakurpukur,4000,3,59.58,12000
12.8 Cr,6.35 Lacs,7,Ballygunge,8000,16,635,128000
80.0 L,39.72 K,4,Thakurpukur,2000,4,39.72,8000
90.0 L,44.68 K,7,Haltu,3000,3,44.68,9000
95.0 L,47.16 K,4,Baghajatin,1470,6.46,47.16,9500
6.0 Cr,2.98 Lacs,10,Gariahat,9000,6.67,298,60000
57.0 L,30.18 K,3,Sarsuna,1200,4.75,30.18,5700
95.0 L,47.16 K,4,Baghajatin,1470,6.46,47.16,9500
1.5 Cr,74.47 K,4,South Dum Dum,1000,15,74.47,15000
2.3 Cr,1.14 Lacs,6,Sinthi,4100,5.61,114,23000
55.0 L,29.13 K,6,Natagarh,2100,2.62,29.13,5500
1.5 Cr,74.47 K,7,Barisha,4200,3.57,74.47,15000
6.0 Cr,2.98 Lacs,7,Kalighat,6485,9.25,298,60000
55.0 L,29.13 K,5,Maheshtala,2880,1.91,29.13,5500
1.58 Cr,78.44 K,6,Purba Barisha,1600,9.88,78.44,15800
65.0 L,34.42 K,6,Ariadaha,1600,4.06,34.42,6500
1.5 Cr,74.47 K,9,South Dum Dum,2160,6.94,74.47,15000
70.0 L,37.07 K,6,Behala,2200,3.18,37.07,7000
1.8 Cr,89.36 K,4,Dhakuria,2650,6.79,89.36,18000
1.4 Cr,69.50 K,5,Cossipore,1600,8.75,69.5,14000
1.4 Cr,69.50 K,5,Cossipore,1600,8.75,69.5,14000
1.2 Cr,59.58 K,4,Machuabazar,950,12.63,59.58,12000
45.0 L,23.83 K,4,Purba Barisha,1100,4.09,23.83,4500
58.0 L,30.71 K,3,Paschim Putiary,1500,3.87,30.71,5800
11.0 Cr,5.46 Lacs,10,Kalighat,3600,30.55,546,110000
55.0 L,29.13 K,2,New Barrakpur,2160,2.55,29.13,5500
60.0 L,31.77 K,7,Habra,1917,3.13,31.77,6000
38.0 L,20.12 K,4,Barasat,1000,3.8,20.12,3800
4.1 L,2.17 K,2,Sewli Telinipara,1150,356/sq.ft,2.17,410
7.5 L,3.97 K,2,Topsia,280,2.68,3.97,750
80.0 L,39.72 K,3,Baguiati,850,9.41,39.72,8000
75.0 L,39.72 K,6,Purba Barisha,3200,2.34,39.72,7500
75.0 L,39.72 K,9,Maheshtala,1450,5.17,39.72,7500
90.0 L,44.68 K,7,Haltu,3000,3,44.68,9000
1.5 Cr,74.47 K,7,Barisha,4200,3.57,74.47,15000
6.0 Cr,2.98 Lacs,7,Kalighat,6485,9.25,298,60000
55.0 L,29.13 K,5,Maheshtala,2880,1.91,29.13,5500
1.58 Cr,78.44 K,6,Purba Barisha,1600,9.88,78.44,15800
65.0 L,34.42 K,6,Ariadaha,1600,4.06,34.42,6500
1.5 Cr,74.47 K,9,South Dum Dum,2160,6.94,74.47,15000
70.0 L,37.07 K,6,Behala,2200,3.18,37.07,7000
1.8 Cr,89.36 K,4,Dhakuria,2650,6.79,89.36,18000
1.4 Cr,69.50 K,5,Cossipore,1600,8.75,69.5,14000
1.4 Cr,69.50 K,5,Cossipore,1600,8.75,69.5,14000
1.2 Cr,59.58 K,4,Machuabazar,950,12.63,59.58,12000
45.0 L,23.83 K,4,Purba Barisha,1100,4.09,23.83,4500
58.0 L,30.71 K,3,Paschim Putiary,1500,3.87,30.71,5800
11.0 Cr,5.46 Lacs,10,Kalighat,3600,30.55,546,110000
55.0 L,29.13 K,2,New Barrakpur,2160,2.55,29.13,5500
60.0 L,31.77 K,7,Habra,1917,3.13,31.77,6000
38.0 L,20.12 K,4,Barasat,1000,3.8,20.12,3800
4.1 L,2.17 K,2,Sewli Telinipara,1150,356/sq.ft,2.17,410
7.5 L,3.97 K,2,Topsia,280,2.68,3.97,750
80.0 L,39.72 K,3,Baguiati,850,9.41,39.72,8000
1.0 Cr,49.65 K,4,Purba Barisha,1100,9.09,49.65,10000
1.35 Cr,67.02 K,9,Kashipur,3300,4.09,67.02,13500
2.8 Cr,1.39 Lacs,7,Alipore,3300,8.48,139,28000
1.35 Cr,67.02 K,8,Kashipur,2100,6.43,67.02,13500
1.0 Cr,49.65 K,4,Khidirpur,1440,6.94,49.65,10000
2.4 Cr,1.19 Lacs,8,Shobhabazar,2900,8.28,119,24000
75.0 L,39.72 K,7,Baguiati,2300,3.26,39.72,7500
2.25 Cr,1.12 Lacs,10,Machuabazar,2160,10.42,112,22500
37.0 L,19.59 K,4,Sarsuna,1400,2.64,19.59,3700
60.0 L,31.77 K,3,Behala,2200,2.73,31.77,6000
90.0 L,44.68 K,3,Maheshtala,8200,1.1,44.68,9000
26.0 L,13.77 K,2,Sarsuna,750,3.47,13.77,2600
75.0 L,39.72 K,5,Baguiati,2000,3.75,39.72,7500
75.0 L,39.72 K,8,Pailan,2700,2.78,39.72,7500
85.0 L,42.20 K,4,Bansdroni,1500,5.67,42.2,8500
6.5 Cr,3.23 Lacs,4,New Alipore,3000,21.67,323,65000
4.0 Cr,1.99 Lacs,10,Bhowanipore,3000,13.33,199,40000
10.0 Cr,4.96 Lacs,4,Taltala,3000,33.33,496,100000
18.0 L,9.53 K,4,Behala,680,2.65,9.53,1800
27.7 L,14.67 K,2,Rajarhat,900,3.08,14.67,2770
75.0 L,39.72 K,9,Maheshtala,1450,5.17,39.72,7500
1.0 Cr,49.65 K,7,East Kolkata Township,1600,6.25,49.65,10000
1.0 Cr,49.65 K,4,Purba Barisha,1100,9.09,49.65,10000
1.35 Cr,67.02 K,9,Kashipur,3300,4.09,67.02,13500
1.35 Cr,67.02 K,8,Kashipur,2100,6.43,67.02,13500
2.4 Cr,1.19 Lacs,8,Shobhabazar,2900,8.28,119,24000
75.0 L,39.72 K,7,Baguiati,2300,3.26,39.72,7500
2.25 Cr,1.12 Lacs,10,Machuabazar,2160,10.42,112,22500
37.0 L,19.59 K,4,Sarsuna,1400,2.64,19.59,3700
60.0 L,31.77 K,3,Behala,2200,2.73,31.77,6000
90.0 L,44.68 K,3,Maheshtala,8200,1.1,44.68,9000
26.0 L,13.77 K,2,Sarsuna,750,3.47,13.77,2600
75.0 L,39.72 K,5,Baguiati,2000,3.75,39.72,7500
75.0 L,39.72 K,8,Pailan,2700,2.78,39.72,7500
85.0 L,42.20 K,4,Bansdroni,1500,5.67,42.2,8500
6.5 Cr,3.23 Lacs,4,New Alipore,3000,21.67,323,65000
4.0 Cr,1.99 Lacs,10,Bhowanipore,3000,13.33,199,40000
10.0 Cr,4.96 Lacs,4,Taltala,3000,33.33,496,100000
18.0 L,9.53 K,4,Behala,680,2.65,9.53,1800
27.7 L,14.67 K,2,Rajarhat,900,3.08,14.67,2770
1.25 Cr,62.06 K,3,Rajpur Sonarpur,7967,1.57,62.06,12500
80.0 L,39.72 K,4,Agarpara,1500,5.33,39.72,8000
48.0 L,25.42 K,4,Agarpara,1200,4,25.42,4800
80.0 L,39.72 K,4,Shyambazar,800,10,39.72,8000
45.0 L,23.83 K,4,Thakurpukur,1450,3.1,23.83,4500
1.0 Cr,49.65 K,4,Jadavpur,1000,10,49.65,10000
3.0 Cr,1.49 Lacs,10,Kasba,5000,6,149,30000
3.0 Cr,1.49 Lacs,8,New Alipore,2500,12,149,30000
3.0 Cr,1.49 Lacs,8,New Alipore,3000,10,149,30000
2.0 Cr,99.29 K,2,Habra,2880,6.94,99.29,20000
88.0 L,43.69 K,4,Behala,1500,5.87,43.69,8800
57.0 L,30.18 K,4,Behala,990,5.76,30.18,5700
90.0 L,44.68 K,6,Madhyamgram,2500,3.6,44.68,9000
12.5 L,6.62 K,2,Nayabad,1300,961/sq.ft,6.62,1250
80.0 L,39.72 K,4,Sarsuna,3500,2.29,39.72,8000
1.0 Cr,49.65 K,4,Jadavpur,1500,6.67,49.65,10000
1.6 Cr,79.43 K,6,South Dum Dum,4000,4,79.43,16000
1.6 Cr,79.43 K,6,Dum Dum,4000,4,79.43,16000
1.5 Cr,74.47 K,8,South Dum Dum,1400,10.71,74.47,15000
65.0 L,34.42 K,4,Bhatpara,1440,4.51,34.42,6500
1.25 Cr,62.06 K,3,Rajpur Sonarpur,7967,1.57,62.06,12500
80.0 L,39.72 K,4,Agarpara,1500,5.33,39.72,8000
48.0 L,25.42 K,4,Agarpara,1200,4,25.42,4800
80.0 L,39.72 K,4,Shyambazar,800,10,39.72,8000
45.0 L,23.83 K,4,Thakurpukur,1450,3.1,23.83,4500
1.0 Cr,49.65 K,4,Jadavpur,1000,10,49.65,10000
3.0 Cr,1.49 Lacs,10,Kasba,5000,6,149,30000
3.0 Cr,1.49 Lacs,8,New Alipore,2500,12,149,30000
3.0 Cr,1.49 Lacs,8,New Alipore,3000,10,149,30000
2.0 Cr,99.29 K,2,Habra,2880,6.94,99.29,20000
88.0 L,43.69 K,4,Behala,1500,5.87,43.69,8800
57.0 L,30.18 K,4,Behala,990,5.76,30.18,5700
90.0 L,44.68 K,6,Madhyamgram,2500,3.6,44.68,9000
12.5 L,6.62 K,2,Nayabad,1300,961/sq.ft,6.62,1250
80.0 L,39.72 K,4,Sarsuna,3500,2.29,39.72,8000
1.0 Cr,49.65 K,4,Jadavpur,1500,6.67,49.65,10000
1.6 Cr,79.43 K,6,South Dum Dum,4000,4,79.43,16000
1.6 Cr,79.43 K,6,Dum Dum,4000,4,79.43,16000
1.5 Cr,74.47 K,8,South Dum Dum,1400,10.71,74.47,15000
65.0 L,34.42 K,4,Bhatpara,1440,4.51,34.42,6500
80.0 L,39.72 K,6,East Kolkata Township,2835,2.82,39.72,8000
2.9 Cr,1.44 Lacs,6,Bhowanipore,2160,13.43,144,29000
55.0 L,29.13 K,4,Maheshtala,1500,3.67,29.13,5500
6.5 Cr,3.23 Lacs,10,Ballygunge,6000,10.83,323,65000
45.0 L,23.83 K,5,Joka,2100,2.14,23.83,4500
1.5 Cr,74.47 K,6,South Dum Dum,2400,6.25,74.47,15000
52.0 L,27.54 K,4,Ashokgarh,750,6.93,27.54,5200
36.0 L,19.06 K,3,Nimta,1200,3,19.06,3600
35.0 L,18.53 K,3,Duttapukur,4480,781/sq.ft,18.53,3500
15.0 L,7.94 K,3,Barrackpore,1500,1,7.94,1500
50.0 L,26.48 K,2,Behala,800,6.25,26.48,5000
1.0 Cr,49.65 K,4,Kasba,1800,5.55,49.65,10000
15.0 L,7.94 K,2,Bagnan,600,2.5,7.94,1500
50.0 L,26.48 K,1,Garia,1100,4.54,26.48,5000
50.0 L,26.48 K,3,Ariadaha,900,5.55,26.48,5000
11.0 Cr,5.46 Lacs,9,Park Street Area,6800,16.18,546,110000
48.0 L,25.42 K,6,Sodepur,2200,2.18,25.42,4800
70.0 L,37.07 K,5,Sarsuna,980,7.14,37.07,7000
1.2 Cr,59.58 K,5,Behala,3200,3.75,59.58,12000
70.0 L,37.07 K,5,Sarsuna,1110,6.31,37.07,7000
3.0 Cr,1.49 Lacs,8,New Alipore,2500,12,149,30000
80.0 L,39.72 K,6,East Kolkata Township,2835,2.82,39.72,8000
2.9 Cr,1.44 Lacs,6,Bhowanipore,2160,13.43,144,29000
55.0 L,29.13 K,4,Maheshtala,1500,3.67,29.13,5500
6.5 Cr,3.23 Lacs,10,Ballygunge,6000,10.83,323,65000
45.0 L,23.83 K,5,Joka,2100,2.14,23.83,4500
1.5 Cr,74.47 K,6,South Dum Dum,2400,6.25,74.47,15000
52.0 L,27.54 K,4,Ashokgarh,750,6.93,27.54,5200
36.0 L,19.06 K,3,Nimta,1200,3,19.06,3600
35.0 L,18.53 K,3,Duttapukur,4480,781/sq.ft,18.53,3500
15.0 L,7.94 K,3,Barrackpore,1500,1,7.94,1500
50.0 L,26.48 K,2,Behala,800,6.25,26.48,5000
1.0 Cr,49.65 K,4,Kasba,1800,5.55,49.65,10000
15.0 L,7.94 K,2,Bagnan,600,2.5,7.94,1500
50.0 L,26.48 K,1,Garia,1100,4.54,26.48,5000
50.0 L,26.48 K,3,Ariadaha,900,5.55,26.48,5000
11.0 Cr,5.46 Lacs,9,Park Street Area,6800,16.18,546,110000
48.0 L,25.42 K,6,Sodepur,2200,2.18,25.42,4800
70.0 L,37.07 K,5,Sarsuna,980,7.14,37.07,7000
1.2 Cr,59.58 K,5,Behala,3200,3.75,59.58,12000
70.0 L,37.07 K,5,Sarsuna,1110,6.31,37.07,7000
1.5 Cr,74.47 K,4,Kalyani,3500,4.29,74.47,15000
60.0 L,31.77 K,3,Kolkata,750,8,31.77,6000
90.0 L,44.68 K,6,Budge Budge,2500,3.6,44.68,9000
50.0 L,26.48 K,3,Mukundapur,4215,1.19,26.48,5000
3.0 Cr,1.49 Lacs,9,Sarsuna,4500,6.67,149,30000
1.54 Cr,76.45 K,4,Barasat,4005,3.85,76.45,15400
3.5 Cr,1.74 Lacs,10,Haltu,3500,10,174,35000
35.0 L,18.53 K,3,Bhatpara,1350,2.59,18.53,3500
1.0 Cr,49.65 K,6,Dum Dum Cantonment,1600,6.25,49.65,10000
1.3 Cr,64.54 K,3,Park Street Area,1800,7.22,64.54,13000
1.2 Cr,59.58 K,6,Khardah,2500,4.8,59.58,12000
1.0 Cr,49.65 K,6,Dum Dum Cantonment,1600,6.25,49.65,10000
85.0 L,42.20 K,5,Maheshtala,2000,4.25,42.2,8500
1.5 Cr,74.47 K,3,Birati,1600,9.38,74.47,15000
5.0 Cr,2.48 Lacs,7,Shobhabazar,2500,20,248,50000
27.5 L,14.56 K,2,Maheshtala,1500,1.83,14.56,2750
1.3 Cr,64.54 K,6,Ganguly Bagan,4000,3.25,64.54,13000
8.7 L,4.61 K,2,Sodepur,350,2.48,4.61,870
18.0 L,9.53 K,3,Panihati,850,2.12,9.53,1800
1.0 Cr,49.65 K,4,Rajpur Sonarpur,2160,4.63,49.65,10000
1.5 Cr,74.47 K,6,South Dum Dum,2400,6.25,74.47,15000
70.0 L,37.07 K,5,Sarsuna,980,7.14,37.07,7000
1.5 Cr,74.47 K,4,Kalyani,3500,4.29,74.47,15000
60.0 L,31.77 K,3,Kolkata,750,8,31.77,6000
90.0 L,44.68 K,6,Budge Budge,2500,3.6,44.68,9000
50.0 L,26.48 K,3,Mukundapur,4215,1.19,26.48,5000
3.0 Cr,1.49 Lacs,9,Sarsuna,4500,6.67,149,30000
1.54 Cr,76.45 K,4,Barasat,4005,3.85,76.45,15400
3.5 Cr,1.74 Lacs,10,Haltu,3500,10,174,35000
35.0 L,18.53 K,3,Bhatpara,1350,2.59,18.53,3500
1.0 Cr,49.65 K,6,Dum Dum Cantonment,1600,6.25,49.65,10000
1.3 Cr,64.54 K,3,Park Street Area,1800,7.22,64.54,13000
1.2 Cr,59.58 K,6,Khardah,2500,4.8,59.58,12000
1.0 Cr,49.65 K,6,Dum Dum Cantonment,1600,6.25,49.65,10000
85.0 L,42.20 K,5,Maheshtala,2000,4.25,42.2,8500
1.5 Cr,74.47 K,3,Birati,1600,9.38,74.47,15000
5.0 Cr,2.48 Lacs,7,Shobhabazar,2500,20,248,50000
27.5 L,14.56 K,2,Maheshtala,1500,1.83,14.56,2750
1.3 Cr,64.54 K,6,Ganguly Bagan,4000,3.25,64.54,13000
8.7 L,4.61 K,2,Sodepur,350,2.48,4.61,870
18.0 L,9.53 K,3,Panihati,850,2.12,9.53,1800
1.0 Cr,49.65 K,4,Rajpur Sonarpur,2160,4.63,49.65,10000
1.25 Cr,62.06 K,7,Garia,5500,2.27,62.06,12500
40.0 L,21.18 K,3,Narendrapur,1440,2.78,21.18,4000
47.0 L,24.89 K,2,Chowbaga,1000,4.7,24.89,4700
80.0 L,39.72 K,2,Belghoria,1300,6.15,39.72,8000
10.5 Cr,5.21 Lacs,10,South Dum Dum,9700,10.82,521,105000
1.1 Cr,54.61 K,8,Baguiati,1200,9.17,54.61,11000
32.0 L,16.95 K,4,Behala,1300,2.46,16.95,3200
75.0 L,39.72 K,2,Khardah,3000,2.5,39.72,7500
2.0 Cr,99.29 K,3,Paschim Putiary,1800,11.11,99.29,20000
2.5 Cr,1.24 Lacs,8,East Kolkata Township,5000,5,124,25000
80.0 L,39.72 K,2,Belghoria,1200,6.67,39.72,8000
1.7 Cr,84.40 K,9,Saha Para,3500,4.86,84.4,17000
2.5 Cr,1.24 Lacs,7,Paschim Putiary,2800,8.93,124,25000
1.5 Cr,74.47 K,4,Nimta,2879,5.21,74.47,15000
1.0 Cr,49.65 K,3,Baghbazar,1800,5.55,49.65,10000
55.0 L,29.13 K,3,Maheshtala,1500,3.67,29.13,5500
23.0 L,12.18 K,2,Bamangachhi,1500,1.53,12.18,2300
65.0 L,34.42 K,6,Ichapur,1600,4.06,34.42,6500
1.25 Cr,62.06 K,2,Tollygunge,1000,12.5,62.06,12500
70.0 L,37.07 K,6,Thakuranir Chak,2160,3.24,37.07,7000
1.25 Cr,62.06 K,7,Garia,5500,2.27,62.06,12500
40.0 L,21.18 K,3,Narendrapur,1440,2.78,21.18,4000
47.0 L,24.89 K,2,Chowbaga,1000,4.7,24.89,4700
80.0 L,39.72 K,2,Belghoria,1300,6.15,39.72,8000
10.5 Cr,5.21 Lacs,10,South Dum Dum,9700,10.82,521,105000
1.1 Cr,54.61 K,8,Baguiati,1200,9.17,54.61,11000
32.0 L,16.95 K,4,Behala,1300,2.46,16.95,3200
75.0 L,39.72 K,2,Khardah,3000,2.5,39.72,7500
2.0 Cr,99.29 K,3,Paschim Putiary,1800,11.11,99.29,20000
2.5 Cr,1.24 Lacs,8,East Kolkata Township,5000,5,124,25000
80.0 L,39.72 K,2,Belghoria,1200,6.67,39.72,8000
1.7 Cr,84.40 K,9,Saha Para,3500,4.86,84.4,17000
2.5 Cr,1.24 Lacs,7,Paschim Putiary,2800,8.93,124,25000
1.5 Cr,74.47 K,4,Nimta,2879,5.21,74.47,15000
1.0 Cr,49.65 K,3,Baghbazar,1800,5.55,49.65,10000
55.0 L,29.13 K,3,Maheshtala,1500,3.67,29.13,5500
23.0 L,12.18 K,2,Bamangachhi,1500,1.53,12.18,2300
65.0 L,34.42 K,6,Ichapur,1600,4.06,34.42,6500
1.25 Cr,62.06 K,2,Tollygunge,1000,12.5,62.06,12500
70.0 L,37.07 K,6,Thakuranir Chak,2160,3.24,37.07,7000
12.0 Cr,5.96 Lacs,10,New Alipore,10000,12,596,120000
60.0 L,31.77 K,3,Kabardanga,2160,2.78,31.77,6000
25.0 L,13.24 K,3,Maheshtala,1060,2.36,13.24,2500
30.0 L,15.89 K,2,Maheshtala,1800,1.67,15.89,3000
3.2 Cr,1.59 Lacs,10,New Alipore,6600,4.85,159,32000
1.05 Cr,52.13 K,5,Maheshtala,1511,6.95,52.13,10500
51.0 L,27.01 K,2,Baguihati,800,6.38,27.01,5100
1.3 Cr,64.54 K,3,Tala,1799,7.23,64.54,13000
12.5 L,6.62 K,5,Paschim Putiary,4000,312/sq.ft,6.62,1250
30.0 L,15.89 K,2,Maheshtala,1979,1.51,15.89,3000
2.2 Cr,1.09 Lacs,5,Budge Budge,15000,1.47,109,22000
1.9 Cr,94.33 K,9,Haltu,4500,4.22,94.33,19000
65.0 L,34.42 K,2,Rajpur Sonarpur,1520,4.28,34.42,6500
35.0 L,18.53 K,2,Barasat,940,3.72,18.53,3500
85.0 L,42.20 K,4,Habra,5760,1.48,42.2,8500
